"ResponseId","Response","J_WorkerId","J_Gender","J_Literacy","J_Age","Empathy","R_WorkerId","R_Gender","R_Literacy","R_Age","Treatment","ConversationId","Precision","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X0","Round"
"766","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I don't think an umbrella would've saved you there.","AKXY2ATEM5DC2","male","native","36-45",1,"A2FLOH4DM8A4ZS","male","native","26-35","1","10","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"767","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I don't think an umbrella would've saved you there.","A2T5DC2TXEEMBV","male","profession","18-25",1,"A2FLOH4DM8A4ZS","male","native","26-35","1","10","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"768","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I don't think an umbrella would've saved you there.","A2JP9IKRHNLRPI","male","native","18-25",5,"A2FLOH4DM8A4ZS","male","native","26-35","1","10","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"769","3DYGAII7PM4W5KMEYSWMAOE06D3QPW","I hope you find it. That sucks.","A1HYMGPYXU97ZN","male","native","18-25",2,"A2QQFGD7K7AHK8","male","native","26-35","1","15","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"770","3DYGAII7PM4W5KMEYSWMAOE06D3QPW","I hope you find it. That sucks.","ACDX50KGPE97I","male","native","26-35",4,"A2QQFGD7K7AHK8","male","native","26-35","1","15","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"771","3DYGAII7PM4W5KMEYSWMAOE06D3QPW","I hope you find it. That sucks.","AM0WOQRVW5NSI","male","native","36-45",5,"A2QQFGD7K7AHK8","male","native","26-35","1","15","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"772","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Are you okay?","A1GKHFJHO347CB","female","profession","56-65",4,"A28FMRMS9TMEOZ","male","native","18-25","0","8","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"773","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Are you okay?","A3RH0FSJYQSFEZ","female","native","26-35",2,"A28FMRMS9TMEOZ","male","native","18-25","0","8","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"774","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Are you okay?","ACDX50KGPE97I","male","native","26-35",4,"A28FMRMS9TMEOZ","male","native","18-25","0","8","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"775","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Better cold than me eating them before I get there if this takes any longer.","ACDX50KGPE97I","male","native","26-35",2,"A2FLOH4DM8A4ZS","male","native","26-35","0","11","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"776","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Better cold than me eating them before I get there if this takes any longer.","A39PQOGN8NIWNA","male","profession","26-35",3,"A2FLOH4DM8A4ZS","male","native","26-35","0","11","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"777","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Better cold than me eating them before I get there if this takes any longer.","APEB5ERGCYP6D","male","profession","26-35",3,"A2FLOH4DM8A4ZS","male","native","26-35","0","11","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"778","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","Ten four.","A1V9MN88VQ1LEB","male","profession","26-35",3,"A1P6OXEJ86HQRM","male","native","26-35","1","1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"779","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","Ten four.","AHLS6AZ1VTNH7","male","native","26-35",2,"A1P6OXEJ86HQRM","male","native","26-35","1","1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"780","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","Ten four.","APEB5ERGCYP6D","male","profession","26-35",2,"A1P6OXEJ86HQRM","male","native","26-35","1","1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"781","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I'm fine, I like to keep to myself.","A3PJ51GS2AKBO6","male","native","26-35",2,"A2FLOH4DM8A4ZS","male","native","26-35","0","12","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"782","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I'm fine, I like to keep to myself.","AS7IGPU2RHT6I","female","native","26-35",2,"A2FLOH4DM8A4ZS","male","native","26-35","0","12","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"783","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I'm fine, I like to keep to myself.","ACDX50KGPE97I","male","native","26-35",2,"A2FLOH4DM8A4ZS","male","native","26-35","0","12","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"784","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'll remember next time.","A2J7GCLIVCZWH8","female","native","18-25",1,"A1P6OXEJ86HQRM","male","native","26-35","1","2","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"785","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'll remember next time.","AJUL5E52QS2P5","male","profession","18-25",3,"A1P6OXEJ86HQRM","male","native","26-35","1","2","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"786","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'll remember next time.","A2T5DC2TXEEMBV","male","profession","18-25",1,"A1P6OXEJ86HQRM","male","native","26-35","1","2","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"787","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","What do you want to do about it?  I can probably pass if we can't find a third.","AP65GHX0T1K4D","male","native","26-35",5,"A2FLOH4DM8A4ZS","male","native","26-35","0","13","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"788","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","What do you want to do about it?  I can probably pass if we can't find a third.","A3IHT9LDUJNP3E","male","profession","26-35",4,"A2FLOH4DM8A4ZS","male","native","26-35","0","13","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"789","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","What do you want to do about it?  I can probably pass if we can't find a third.","A39PQOGN8NIWNA","male","profession","26-35",3,"A2FLOH4DM8A4ZS","male","native","26-35","0","13","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"790","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","What do you need?","A3IHT9LDUJNP3E","male","profession","26-35",4,"A28FMRMS9TMEOZ","male","native","18-25","0","9","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"791","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","What do you need?","A1XCX1KI3XRPRZ","female","profession","18-25",2,"A28FMRMS9TMEOZ","male","native","18-25","0","9","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"792","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","What do you need?","APEB5ERGCYP6D","male","profession","26-35",2,"A28FMRMS9TMEOZ","male","native","18-25","0","9","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"793","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","What'd he do this time?","AKXY2ATEM5DC2","male","native","36-45",1,"A1P6OXEJ86HQRM","male","native","26-35","1","3","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"794","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","What'd he do this time?","A19CKDMMK8Z6QC","male","native","18-25",3,"A1P6OXEJ86HQRM","male","native","26-35","1","3","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"795","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","What'd he do this time?","A1T02KY1E9YI3I","male","profession","26-35",3,"A1P6OXEJ86HQRM","male","native","26-35","1","3","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"796","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Alright, I'll call you in a bit.","A3RH0FSJYQSFEZ","female","native","26-35",5,"A2FLOH4DM8A4ZS","male","native","26-35","0","14","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"797","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Alright, I'll call you in a bit.","APEB5ERGCYP6D","male","profession","26-35",3,"A2FLOH4DM8A4ZS","male","native","26-35","0","14","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"798","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Alright, I'll call you in a bit.","A19CKDMMK8Z6QC","male","native","18-25",2,"A2FLOH4DM8A4ZS","male","native","26-35","0","14","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"799","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","Sorry, John. It wasn't me though.","ASZFG2YOQA71C","male","native","18-25",3,"A1P6OXEJ86HQRM","male","native","26-35","1","4","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"800","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","Sorry, John. It wasn't me though.","A19CKDMMK8Z6QC","male","native","18-25",3,"A1P6OXEJ86HQRM","male","native","26-35","1","4","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"801","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","Sorry, John. It wasn't me though.","A2J7GCLIVCZWH8","female","native","18-25",3,"A1P6OXEJ86HQRM","male","native","26-35","1","4","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"802","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Im sorry that happened to you.","A1T02KY1E9YI3I","male","profession","26-35",3,"A28FMRMS9TMEOZ","male","native","18-25","1","10","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"803","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Im sorry that happened to you.","A39PQOGN8NIWNA","male","profession","26-35",4,"A28FMRMS9TMEOZ","male","native","18-25","1","10","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"804","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Im sorry that happened to you.","A3IHT9LDUJNP3E","male","profession","26-35",5,"A28FMRMS9TMEOZ","male","native","18-25","1","10","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"805","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I said not to worry about it, whether you have credit cards doesn't matter.  Just find your wallet.","A1OSRB1Q63XXWZ","female","native","56-65",2,"A2FLOH4DM8A4ZS","male","native","26-35","1","15","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"806","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I said not to worry about it, whether you have credit cards doesn't matter.  Just find your wallet.","APEB5ERGCYP6D","male","profession","26-35",3,"A2FLOH4DM8A4ZS","male","native","26-35","1","15","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"807","3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I said not to worry about it, whether you have credit cards doesn't matter.  Just find your wallet.","A3IHT9LDUJNP3E","male","profession","26-35",3,"A2FLOH4DM8A4ZS","male","native","26-35","1","15","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"808","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","You wanna talk about it?","A1V9MN88VQ1LEB","male","profession","26-35",5,"A1P6OXEJ86HQRM","male","native","26-35","1","5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"809","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","You wanna talk about it?","AHLS6AZ1VTNH7","male","native","26-35",4,"A1P6OXEJ86HQRM","male","native","26-35","1","5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"810","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","You wanna talk about it?","A1Z6F6EIUJFC6T","male","native","26-35",4,"A1P6OXEJ86HQRM","male","native","26-35","1","5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"811","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","Uh oh, ok. Thanks for the warning. Would you prefer that I came home right after work?","A1YSYRDAYFLP0H","female","native","36-45",5,"A98E8M4QLI9RS","female","native","46-55","1","1","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"812","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","Uh oh, ok. Thanks for the warning. Would you prefer that I came home right after work?","A1XSX19SIQ9U4W","female","native","56-65",3,"A98E8M4QLI9RS","female","native","46-55","1","1","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"813","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","Uh oh, ok. Thanks for the warning. Would you prefer that I came home right after work?","A342YLIMT6THWO","female","profession","46-55",2,"A98E8M4QLI9RS","female","native","46-55","1","1","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"814","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Sorry about the wait.","A199ECPSCLODO6","female","native","18-25",2,"A28FMRMS9TMEOZ","male","native","18-25","1","2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"815","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Sorry about the wait.","A29I0FA8NNIRED","female","native","26-35",4,"A28FMRMS9TMEOZ","male","native","18-25","1","2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"816","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Sorry about the wait.","A1HYMGPYXU97ZN","male","native","18-25",4,"A28FMRMS9TMEOZ","male","native","18-25","1","2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"817","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Yes, I am okay.","ACDX50KGPE97I","male","native","26-35",2,"A28FMRMS9TMEOZ","male","native","18-25","0","12","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"818","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Yes, I am okay.","AD2YWEL005W9Y","male","native","18-25",2,"A28FMRMS9TMEOZ","male","native","18-25","0","12","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"819","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Yes, I am okay.","A1OSRB1Q63XXWZ","female","native","56-65",2,"A28FMRMS9TMEOZ","male","native","18-25","0","12","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"820","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'm sorry. I didn't mean to be judgmental.","A19KWRLD7P57VJ","male","native","26-35",4,"A1P6OXEJ86HQRM","male","native","26-35","1","6","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"821","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'm sorry. I didn't mean to be judgmental.","APEB5ERGCYP6D","male","profession","26-35",4,"A1P6OXEJ86HQRM","male","native","26-35","1","6","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"822","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'm sorry. I didn't mean to be judgmental.","A1YSYRDAYFLP0H","female","native","36-45",3,"A1P6OXEJ86HQRM","male","native","26-35","1","6","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"823","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I'm sorry. I totally forgot. I'll be home in a few minutes and take care of it.","A1OSRB1Q63XXWZ","female","native","56-65",2,"A98E8M4QLI9RS","female","native","46-55","0","2","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"824","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I'm sorry. I totally forgot. I'll be home in a few minutes and take care of it.","A3ERAC9ADCIAOW","male","native","18-25",4,"A98E8M4QLI9RS","female","native","46-55","0","2","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"825","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I'm sorry. I totally forgot. I'll be home in a few minutes and take care of it.","A3PJ51GS2AKBO6","male","native","26-35",4,"A98E8M4QLI9RS","female","native","46-55","0","2","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"826","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","I agree, we need to figure out something.","A1T02KY1E9YI3I","male","profession","26-35",3,"A28FMRMS9TMEOZ","male","native","18-25","0","13","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"827","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","I agree, we need to figure out something.","A1V9MN88VQ1LEB","male","profession","26-35",5,"A28FMRMS9TMEOZ","male","native","18-25","0","13","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"828","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","I agree, we need to figure out something.","APEB5ERGCYP6D","male","profession","26-35",3,"A28FMRMS9TMEOZ","male","native","18-25","0","13","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"829","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","That really stinks. You should really consider trying to find a new job. It's not worth it to be stressed out like that all the time.","A3PJ51GS2AKBO6","male","native","26-35",4,"A98E8M4QLI9RS","female","native","46-55","1","3","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"830","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","That really stinks. You should really consider trying to find a new job. It's not worth it to be stressed out like that all the time.","A3UUH3632AI3ZX","female","native","26-35",5,"A98E8M4QLI9RS","female","native","46-55","1","3","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"831","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","That really stinks. You should really consider trying to find a new job. It's not worth it to be stressed out like that all the time.","AXKV2UQ5HEG29","male","native","26-35",5,"A98E8M4QLI9RS","female","native","46-55","1","3","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"832","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'm so sorry to hear that. I didn't know.","A1T02KY1E9YI3I","male","profession","26-35",5,"A1P6OXEJ86HQRM","male","native","26-35","1","7","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"833","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'm so sorry to hear that. I didn't know.","A3PJ51GS2AKBO6","male","native","26-35",5,"A1P6OXEJ86HQRM","male","native","26-35","1","7","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"834","3UOUJI6MTEAT6MVM1SQ8E2XSBXIXUW","I'm so sorry to hear that. I didn't know.","A39PQOGN8NIWNA","male","profession","26-35",4,"A1P6OXEJ86HQRM","male","native","26-35","1","7","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"835","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I don't blame you. She'll get over it though. You should take her out to dinner to make up for it and talk it over with her.","ACDX50KGPE97I","male","native","26-35",4,"A98E8M4QLI9RS","female","native","46-55","0","4","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"836","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I don't blame you. She'll get over it though. You should take her out to dinner to make up for it and talk it over with her.","A1T02KY1E9YI3I","male","profession","26-35",4,"A98E8M4QLI9RS","female","native","46-55","0","4","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"837","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I don't blame you. She'll get over it though. You should take her out to dinner to make up for it and talk it over with her.","A1V9MN88VQ1LEB","male","profession","26-35",5,"A98E8M4QLI9RS","female","native","46-55","0","4","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"838","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Thank you for understanding.","A29I0FA8NNIRED","female","native","26-35",4,"A28FMRMS9TMEOZ","male","native","18-25","0","14","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"839","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Thank you for understanding.","A19CKDMMK8Z6QC","male","native","18-25",3,"A28FMRMS9TMEOZ","male","native","18-25","0","14","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"840","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Thank you for understanding.","A3QZMGTVA4VO44","male","native","36-45",3,"A28FMRMS9TMEOZ","male","native","18-25","0","14","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"841","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Cancel it now so you won't forget.","AJUL5E52QS2P5","male","profession","18-25",4,"A28FMRMS9TMEOZ","male","native","18-25","1","15","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"842","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Cancel it now so you won't forget.","ACDX50KGPE97I","male","native","26-35",1,"A28FMRMS9TMEOZ","male","native","18-25","1","15","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"843","3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Cancel it now so you won't forget.","APEB5ERGCYP6D","male","profession","26-35",3,"A28FMRMS9TMEOZ","male","native","18-25","1","15","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"844","3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","You should break up with the jerk first. How did you find out?","A1YSYRDAYFLP0H","female","native","36-45",4,"A98E8M4QLI9RS","female","native","46-55","1","5","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
