TaskType,Precision,TreatmentType,ConversationId,ResponseId,Response
1,0.7,1,5,"3EWIJTFFVP34K0SP8GMW16OEF240EO","What a jerk.  I always thought he was bad news.  Any ideas?"
1,0.7,1,6,"3EWIJTFFVP34K0SP8GMW16OEF240EO","Well, it's a hard habit to break so don't be too hard on yourself."
1,0.7,1,7,"3EWIJTFFVP34K0SP8GMW16OEF240EO","Dang...sorry to hear about that.  Do you want to talk about it later?"
1,0.7,0,8,"3EWIJTFFVP34K0SP8GMW16OEF240EO","Well, which is it?"
1,0.7,0,9,"3EWIJTFFVP34K0SP8GMW16OEF240EO","Yea, no problem.  What's the deal?"
1,0.7,1,10,"3EWIJTFFVP34K0SP8GMW16OEF240EO","Oh geez!  Reminds me of the movie Groundhog Day!  It's a dooooozy ;]"
1,0.7,1,11,"3EWIJTFFVP34K0SP8GMW16OEF240EO","No worries.  Just hang tight and I'll see you soon.  Extra ketchup too for my sins ;]"
1,0.7,1,12,"3EWIJTFFVP34K0SP8GMW16OEF240EO","No, I haven't been up to snuff lately.  Just in a funk, I guess.  No offense meant."
1,0.7,0,13,"3EWIJTFFVP34K0SP8GMW16OEF240EO","I know.  So what do you want to do?  Someone's going to be disappointed either way."
1,0.7,0,14,"3EWIJTFFVP34K0SP8GMW16OEF240EO","Alright, talk to you soon."
1,0.7,1,15,"3EWIJTFFVP34K0SP8GMW16OEF240EO","Well, that's good at least.  I hope there wasn't a lot of money in there."
1,0.8,1,1,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","I'll just come home. Sounds like you're the one that needs a drink!"
1,0.8,1,2,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","I'm so sorry! I'll help with dinner tonight and do the dishes!"
1,0.8,1,3,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","I'll keep an eye out if any jobs open up at my work"
1,0.8,1,4,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","I didn't tell her. Maybe she's just guessing?"
1,0.8,1,5,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","Break up with him first!"
1,0.8,1,6,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","lol Hey, you're the one who chose to diet. Have coffee if you want coffee!"
1,0.8,1,7,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","Oh no! I'm so sorry!"
1,0.8,0,8,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","lol Are you mad?"
1,0.8,0,9,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","Well, what do you need?"
1,0.8,1,10,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","OMG that sucks!"
1,0.8,1,11,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","Sorry, I'm doing the best I can"
1,0.8,0,12,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","I'm fine, I just don't feel like going out"
1,0.8,0,13,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","Yes it is! Someone will have to miss out"
1,0.8,0,14,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","Okay, see you then"
1,0.8,1,15,"3VBEN272MLV25N8SNDV4BFF9NA1SGJ","Wow, that's awful! It happened to me once and it was no fun!"
1,0.9,1,1,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","Want to get out of there? Just us tonight?"
1,0.9,1,2,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","I'll take it out right away."
1,0.9,1,3,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","just gotta tough it out look for something else in the meantime"
1,0.9,1,4,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","no idea who told her man"
1,0.9,1,5,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","i didnt know i swear. if you want to talk about it im here"
1,0.9,1,6,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","It's all good"
1,0.9,1,7,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","shit im sorry"
1,0.9,1,8,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","I'll uber"
1,0.9,0,9,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","yeah whats up man"
1,0.9,1,10,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","Need me to bring you some clothes?"
1,0.9,0,11,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","They wont bro"
1,0.9,0,12,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","im fine just need some time alone"
1,0.9,0,13,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","sorry man thats all they had"
1,0.9,0,14,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","I'll give you a call then"
1,0.9,1,15,"3IFS6Q0HJJFG1EEND1V7WRSP2NTSIB","make sure you file a police report"
1,0.6,1,1,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","Do you need me to come and help with anything?"
1,0.6,0,2,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","I know mom, I will take care of it right now."
1,0.6,1,3,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","Just hang in there until you find something better."
1,0.6,0,4,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","I had nothing to do with her finding out."
1,0.6,1,5,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","You sure that he is going to break up with you?"
1,0.6,1,6,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","I understand that habits are hard to break."
1,0.6,1,7,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","I am so sorry to hear that you got laid off."
1,0.6,0,8,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","Are you angry with me?"
1,0.6,0,9,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","Yes, How may I help you?"
1,0.6,1,10,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","Hurry up and get home and get some dry clothes on before you get sick."
1,0.6,1,11,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","Chill man, I said I will be there soon."
1,0.6,1,12,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","I just have been going through some things lately."
1,0.6,1,13,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","I will have to figure something out."
1,0.6,0,14,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","I will call you soon"
1,0.6,1,15,"3XXU1SWE8NR1UNBDSBKA5NYNUNB0AY","Sorry you had to experience that."
1,0.7,1,1,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Ok sorry"
1,0.7,0,2,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","But mom what can I do for that?"
1,0.7,1,3,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Is he torturing?"
1,0.7,1,4,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","lol, Idk who did this?"
1,0.7,1,5,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Just leave dave. Live for you."
1,0.7,1,6,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","It's ok"
1,0.7,1,7,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","yeah, I got lucky"
1,0.7,0,8,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Are you not interested to chat with me, IF yes, then ok bye."
1,0.7,0,9,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Yes, what do you need from me?"
1,0.7,1,10,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Oh, sorry"
1,0.7,1,11,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","lol cool down dude"
1,0.7,1,12,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Hey, chill out, I am okay"
1,0.7,0,13,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Can we cancel the show?"
1,0.7,0,14,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Ok"
1,0.7,1,15,"3PJ71Z61R5YNWTMQWOAANX6DTXU91Q","Last time where do you see your wallet?"
1,0.8,1,1,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","oh no LOL"
1,0.8,1,2,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","Sorry mom"
1,0.8,1,3,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","Bosses... What'd he do?"
1,0.8,1,4,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","Oh no.  That's not good at all"
1,0.8,1,5,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","That's horrible.  I'm so sorry."
1,0.8,1,6,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","lol!  I don't blame you"
1,0.8,1,7,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","Oh wow.  I didn't know I""m so sorry"
1,0.8,0,8,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","what do you mean k??? Should I take uber or the bus?"
1,0.8,0,9,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","Sorry I'm here, what do you need??"
1,0.8,1,10,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","omg!!"
1,0.8,1,11,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","I'm on it lol"
1,0.8,0,12,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","Can you come over?"
1,0.8,0,13,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","I know, that's why I'm telling you"
1,0.8,0,14,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","Thanks :)"
1,0.8,1,15,"3ITXP059PXFCWPYTVJG78S7PF2ISJN","Good idea"
1,0.9,1,1,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","I'll help you out, lol"
1,0.9,1,2,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","Sorry Mom. I'll do better next time!"
1,0.9,1,3,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","You want me to take a crack at him? This guy sounds like a real dick."
1,0.9,1,4,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","Damn, I'm sorry man. Let me hit up the crew to find the snake."
1,0.9,1,5,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","You should go on a date with me, lol. You know to really stick it to him. Show him you've moved on. If he was gonna break up with you I'm sure he wouldn't mind, lol."
1,0.9,1,6,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","Woah, Jess, sorry. Didn't mean to judge."
1,0.9,1,7,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","I'm so sorry. Let's go out and drink the pain away."
1,0.9,1,8,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","You know, what? I'll spring for the uber."
1,0.9,0,9,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","... no..."
1,0.9,1,10,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","Yeah, an umbrella would not have helped with that mess."
1,0.9,0,11,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","Over my dead body !"
1,0.9,0,12,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","I'm great, it's just that I'm beat from work. Sorry it's happened twice in a row Ruby."
1,0.9,0,13,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","What's your offer?"
1,0.9,0,14,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","Awesome.  Looking forward to it :)"
1,0.9,1,15,"3SB5N7Y3O4024EOGEBCK199QSIJ0G5","Yikes! Hope you find it soon."
